"schema_name","table_name","columns"
"dictionary","d_ul_formation_type","name_kaz, name_rus, id, is_active"
"dictionary","d_ul_fund_type","name_kaz, id, is_active, name_rus"
"dictionary","d_ul_head_position","id, name_kaz, name_rus, is_active"
"dictionary","d_ul_org_form","abbr_rus, is_active, id, name_rus, name_kaz, abbr_kaz"
"dictionary","d_ul_subject_status ","id, is_active, name_kaz, name_rus"
"dictionary","d_unloading_type","id, is_active, isactive, unloadingtype, unloading_type"
"dictionary","d_without_consideration","name_rus, id, name_kaz, namekaz, namerus, is_active, isactive"
"dictionary","region_subdivisions","is_active, structural_subdivision_id, access_region_id"
"etl","arm_figurants","apartment_number, investigation_form_ru, investigation_form_kz, decision_type_ru, decision_type_kz, preventive_measure_ru, preventive_measure_kz, preventive_measure_ground_ru, preventive_measure_ground_kz, preventive_measure_changed_ru, date_loaded, preventive_measure_changed_kz, decision_date, birth_date, reg_date, decision_ru, decision_kz, risk_ru, risk_kz, id, migration_status, figurant_type_ru, erdr_ud_number, main_erdr_ud_number, fl_id_in_erdr, row_num, figurant_type_kz, iin, vnum, last_name, first_name, patronymic, district, region, city, street, building, korpus"
"etl","etl_convicted","verdict, migration_status, date_into_force, consider_date_first_instance, date_loaded, birth_day, patronymic, first_name, last_name, iin, fl_id_in_erdr, compulsory_treatment_kz, compulsory_treatment_ru, repetition_offences_kz, repetition_offences_ru, erdr_ud_number, term_years, term_months, vnum, id, punishment_kz, punishment_ru, name_court_kz, name_court_ru, fabula"
"etl","etl_convicted_OLD","id, migration_status, birth_day, punishment_ru, verdict, name_court_kz, name_court_ru, fabula, erdr_ud_number, date_loaded, date_into_force, repetition_offences_ru, repetition_offences_kz, compulsory_treatment_ru, compulsory_treatment_kz, fl_id_in_erdr, consider_date_first_instance, term_years, iin, last_name, term_months, vnum, first_name, patronymic, punishment_kz"
"etl","etl_convicted_list","date_loaded, vnum, erdr_ud_number, fl_id_in_erdr"
"etl","etl_convicted_list_temp","vnum, erdr_ud_number, fl_id_in_erdr"
"etl","etl_convicted_temp","compulsory_treatment_kz, erdr_ud_number, repetition_offences_ru, repetition_offences_kz, compulsory_treatment_ru, patronymic, fl_id_in_erdr, iin, last_name, first_name, punishment_kz, punishment_ru, verdict, name_court_kz, name_court_ru, fabula, consider_date_first_instance, date_into_force, birth_day, term_years, term_months, vnum"
"etl","etl_delivered","iin, visitor_type_kz, leave_time, arrival_time, detained_till, detained_kz, migration_status, date_loaded, visitor_status_kz, birth_date, detained_ru, visitor_status_ru, officer_position, id, last_name, officer_fullname, authority_name_kz, first_name, vnum, authority_name_ru, patronymic, erdr_ud_number, visitor_type_ru"
"etl","etl_delivered_OLD","leave_time, birth_date, detained_till, last_name, iin, arrival_time, detained_kz, detained_ru, officer_position, date_loaded, officer_fullname, authority_name_kz, authority_name_ru, erdr_ud_number, visitor_status_kz, visitor_status_ru, visitor_type_kz, visitor_type_ru, id, patronymic, migration_status, vnum, first_name"
"etl","etl_delivered_list","date_loaded, erdr_ud_number, vnum"
"etl","etl_delivered_list_temp","vnum, erdr_ud_number"
"etl","etl_delivered_temp","iin, detained_kz, patronymic, visitor_type_ru, vnum, birth_date, visitor_type_kz, arrival_time, detained_till, leave_time, visitor_status_ru, first_name, visitor_status_kz, erdr_ud_number, authority_name_ru, officer_position, officer_fullname, authority_name_kz, detained_ru, last_name"
"etl","etl_erdr_card","erdr_ud_registration_authority_ru, total_loss, investigative_authority_code, migration_status, status_ru, voluntarily_returned, erdr_ud_registration_authority_kz, investigative_authority_ru, status_kz, vnum, kue_number, erdr_create_timestamp, kue_reg_date, investigative_authority_kz, date_modified, investigative_authority_region_name, allocated_erdr_number, main_erdr_number, total_loss_te2o, date_loaded, create_region_name, qualification_ru, fabula, qualification_kz, to_be_returned, sold_seized_property, decision_date, withdrawn_amount, confiscation_seized_property, seized_property, erdr_ud_number, amount_returned, id"
"etl","etl_erdr_card_OLD","erdr_ud_number, erdr_ud_registration_authority_ru, id, erdr_ud_registration_authority_kz, investigative_authority_ru, fabula, date_modified, migration_status, investigative_authority_region_name, allocated_erdr_number, create_region_name, main_erdr_number, qualification_ru, date_loaded, investigative_authority_kz, qualification_kz, status_ru, status_kz, investigative_authority_code, decision_date, vnum, date_modified"",""erdr_create_timestamp"",""erdr_ud_number"",""erdr_u, erdr_create_timestamp, total_loss"
"etl","etl_erdr_card_temp","investigative_authority_ru, investigative_authority_region_name, allocated_erdr_number, seized_property, main_erdr_number, create_region_name, fabula, investigative_authority_code, kue_number, qualification_ru, qualification_kz, status_ru, status_kz, total_loss, total_loss_te2o, voluntarily_returned, erdr_create_timestamp, erdr_ud_registration_authority_kz, erdr_ud_registration_authority_ru, erdr_ud_number, to_be_returned, amount_returned, sold_seized_property, confiscation_seized_property, withdrawn_amount, vnum, date_modified, decision_date, kue_reg_date, investigative_authority_kz"
"etl","etl_erdr_list","date_loaded, vnum, erdr_ud_number"
"etl","etl_erdr_list_temp","erdr_ud_number, vnum"
"etl","etl_figurants","building, vnum, preventive_measure_ground_ru, decision_type_kz, preventive_measure_kz, decision_type_ru, investigation_form_kz, investigation_form_ru, apartment_number, korpus, street, city, region, district, id, fl_id_in_erdr, patronymic, erdr_ud_number, main_erdr_ud_number, figurant_type_ru, figurant_type_kz, iin, last_name, first_name, preventive_measure_ru, birth_date, date_loaded, reg_date, decision_date, migration_status, risk_kz, risk_ru, decision_kz, decision_ru, preventive_measure_changed_kz, preventive_measure_changed_ru, preventive_measure_ground_kz"
"etl","etl_figurants_OLD","risk_kz, apartment_number, investigation_form_ru, decision_date, building, reg_date, vnum, decision_kz, risk_ru, street, date_loaded, investigation_form_kz, city, region, id, decision_type_ru, decision_type_kz, korpus, preventive_measure_ru, first_name, last_name, iin, fl_id_in_erdr, erdr_ud_number, main_erdr_ud_number, preventive_measure_kz, figurant_type_ru, decision_ru, preventive_measure_changed_kz, preventive_measure_changed_ru, preventive_measure_ground_kz, preventive_measure_ground_ru, district, figurant_type_kz, migration_status, patronymic, birth_date"
"etl","etl_figurants_list","date_loaded, vnum, fl_id_in_erdr, erdr_ud_number"
"etl","etl_figurants_list_temp","erdr_ud_number, fl_id_in_erdr, vnum"
"etl","etl_figurants_temp","street, risk_kz, vnum, first_name, figurant_type_kz, figurant_type_ru, reg_date, main_erdr_ud_number, decision_date, erdr_ud_number, patronymic, birth_date, fl_id_in_erdr, preventive_measure_kz, preventive_measure_ground_ru, preventive_measure_ground_kz, preventive_measure_changed_ru, iin, preventive_measure_changed_kz, decision_ru, decision_kz, preventive_measure_ru, risk_ru, decision_type_kz, decision_type_ru, district, investigation_form_kz, region, city, building, investigation_form_ru, apartment_number, last_name, korpus"
"etl","etl_journal","id, upload_date, upload_state, upload_count, tbl_name"
"imp_ar","d_ats_types","short_value_kz, actual, short_value_ru, value_kz, code, value_ru, id"
"imp_ar","d_buildings_pointers","value_kz, short_value_ru, short_value_kz, value_ru, actual, code, id"
"imp_ar","d_geonims_types","actual, value_kz, id, value_ru, short_value_kz, code, this_is, short_value_ru"
"imp_ar","d_rooms_types","short_value_ru, actual, value_kz, id, value_ru, short_value_kz, code"
"imp_ar","s_ats","d_ats_type_id, actual, id, cato, name_kaz, old_path_kaz, full_path_kaz, parent_id, full_path_rus, d_ats_type_code, modified, name_rus, old_path_rus, rco"
"imp_ar","s_buildings","cadastre_number, s_ats_id, s_geonim_id, d_buildings_pointer_id, distance, d_buildings_pointer_code, s_ground_id, id, parent_id, old_path_kaz, number, actual, old_path_rus, modified, full_path_rus, full_path_kaz, rca, this_is, post_index, parent_rca"
"imp_ar","s_geonims","d_geonims_type_id, s_ats_id, id, cato, name_kaz, full_path_kaz, old_path_kaz, actual, rco, full_path_rus, parent_id, d_geonims_type_code, modified, old_path_rus, name_rus"
"imp_ar","s_grounds_new","old_path_kaz, full_path_rus, s_ats_id, full_path_kaz, rca, actual, cadastre_number, number, old_path_rus, id, modified, s_geonim_id"
"imp_ar","s_pb","cadastre_number, actual, d_room_type_id, category_room, id, d_room_type_code, s_ats_id, rca_building, number, old_path_rus, modified, full_path_rus, full_path_kaz, old_path_kaz, rca, s_building_id"
"imp_ar","service_update","service_suffix, update_date, service_name, size, id"
"imp_dictionary","d_citizenship","is_active, name, id"
"imp_dictionary","d_citizenship_relation","name_rus, id, name_kaz, is_active"
"imp_dictionary","d_document_type","is_active, id, name_rus, name_kaz"
"imp_dictionary","d_gender","name_rus, name_kaz, id, is_active"
"imp_dictionary","d_liquidation type","id, name_kaz, is_active, name_rus"
"imp_dictionary","d_nationality","name_kaz, is_active, name_rus, id"
"imp_dictionary","d_org_form","is_active, name_kaz, name_rus, id"
"imp_dictionary","d_ownership_type","id, is_active, name_kaz, name_rus"
"imp_dictionary","d_private_enterprise_type","is_active, name_rus, id, name_kaz"
"imp_dictionary","d_regional_public_associations","name_kaz, name_rus, is_active, id"
"imp_dictionary","d_registration_type","name_kaz, id, name_rus, is_active"
"imp_dictionary","d_reorganization_type","name_rus, is_active, id, name_kaz"
"imp_dictionary","d_state_enterprise_type","is_active, name_rus, name_kaz, id"
"imp_dictionary","d_ul_formation_type","id, name_kaz, is_active, name_rus"
"imp_dictionary","d_ul_fund_type","name_rus, name_kaz, id, is_active"
"imp_dictionary","d_ul_head_position","name_kaz, is_active, id, name_rus"
"imp_dictionary","d_ul_org_form","abbr_rus, name_kaz, id, is_active, name_rus, abbr_kaz"
"imp_dictionary","d_ul_subject_status ","id, name_rus, name_kaz, is_active"
"imp_kfm_db","gos_zakup","trd_buy_itogi_date_public, trd_buy_name_ru, trd_buy_name_kz, ref_contract_agr_form_id, fin_year, ref_amendm_agreem_justif_id, ref_contract_year_type_id, ref_contract_status_id, trd_buy_number_anno, supplier_bik, supplier_iik, supplier_bank_name_kz, supplier_bank_name_ru, supplier_legal_address, supplier_bill_id, contract_number, sign_reason_doc_name, sign_reason_doc_date, fakt_exec_date, customer_id, customer_bin, customer_bik, customer_iik, customer_bank_name_kz, customer_bank_name_ru, customer_legal_address, customer_bill_id, contract_number_sys, payments_terms_ru, payments_terms_kz, ref_subject_type_id, ref_subject_types_id, is_gu, trd_buy_id, ec_customer_approve, root_id, index_date, contract_sum_wnds, fakt_trade_methods_id, treasure_req_num, treasure_req_date, ec_end_date, sign_datee, system_id, treasure_not_num, treasure_not_date, contract_sum, parent_id, plan_exec_date, deleted, id, fakt_sum, contract_ms, crdate, fakt_sum_wnds, contract_end_date, ref_finsource_id, ref_contract_cancel_id, ref_contract_type_id, crdatee, last_update_date, sign_date, ref_currency_code, supplier_id, exchange_rate, supplier_bin, description_kz, ec_supplier_approve, description_ru"
"imp_kfm_db","samruk_kazyna","purchase_method, contract_id, contract_type, contract_status, customer, amount_with_nds, date_of_conclusion, contract_number, supplier, contract_date"
"imp_kfm_fl","accountant","firstname, id, bin, name_of_position, iin, lastname"
"imp_kfm_fl","adm","17, 52, 53, 54, 55, 56, erdr_number, bin, reg_date, birth_date, 44, kui_number, 2, org_identify_crime, authority_detected, divisions_ovd, 15, 16, 51, 18, 19, 20, 21, citizenship, nationality, work_place, email, ul_org_name, ul_adress, vehicle_brand, state_auto_num, 37, 38, 39, 40, qualification, protocol_num, phone_num, surname, firstname, iin, secondname, source, language_prod, 42, 43, maim_measure, fine_amount, 49, teminate_reason, material_num, enforcement, end_date, protocol_date, kui_date, erdr_date, id"
"imp_kfm_fl","auto_transport","id, date, brand, number, iin_bin"
"imp_kfm_fl","avia_transport","bort, marka, date_registration, date_exclusion, id, registraion_number, iin, ekspluatant, number_exclusion"
"imp_kfm_fl","contacts","email, leader_fio, source, nickname, phone, fio, iin, id"
"imp_kfm_fl","equipment","gov_number, owner_name, reg_reason, proprietor_name, vin, issue_year, reg_date, end_date, is_arrest, is_pledge, power_kw, is_first_reg, equipment_model, power_hp, proprietor_name_iin_bin, proprietor_address, quipment_location, reg_series_num, end_reason, engine_num, equipment_spec, equipment_type, equipment_form, brand, id, dealer, manufacturer, owner_iin_bin, owner_address"
"imp_kfm_fl","first_credit_bureau","region, id, amount_of_debt, total_sum_of_credits, relevance_date, iin, credit_in_foid, total_count_of_credits, max_delay_day_num_1, max_delay_day_num_2, quantity_fpd_spd, type, fin_institutions_name"
"imp_kfm_fl","fl_document","DOCUMENT_SERIES, SENDED_TO_MVD, SENDED_TO_MTSZN, SENDED_TO_KNB, DOCUMENT_NUMBER, GIVE_TO_PERSON_DATE, DOCUMENT_TYPE_ID, SENDED_TO_GCVP, SENDED_TO_CIK, BIRTH_DATE, SECONDNAME, SURNAME, FIRSTNAME, DOCUMENT_INVALIDITY_DATE, SENDED_TO_AS, DOCUMENT_INVALIDITY_ID, ISSUE_ORGANIZATION_ID, DOCUMENT_END_DATE, SENDED_TO_GP, PERSON_ID, SENDED_TO_AUZR, SENDED_TO_ABEP, ID, SENDED_TO_AP, CHANGE_TIME, SENDED_TO_TAIS, SENDED_TO_NUC, ACTUAL, SENDED_TO_NK, SENDED_TO_MZ, DOCUMENT_BEGIN_DATE"
"imp_kfm_fl","fl_document_2","PERSON_ID, SENDED_TO_MTSZN, DOCUMENT_NUMBER, DOCUMENT_SERIES, DOCUMENT_BEGIN_DATE, DOCUMENT_END_DATE, ISSUE_ORGANIZATION_ID, DOCUMENT_INVALIDITY_ID, DOCUMENT_INVALIDITY_DATE, FIRSTNAME, SURNAME, SECONDNAME, BIRTH_DATE, ACTUAL, GIVE_TO_PERSON_DATE, SENDED_TO_ABEP, SENDED_TO_AP, SENDED_TO_AS, SENDED_TO_TAIS, SENDED_TO_NK, SENDED_TO_NUC, SENDED_TO_KNB, SENDED_TO_GP, SENDED_TO_GCVP, SENDED_TO_CIK, SENDED_TO_AUZR, CHANGE_TIME, SENDED_TO_MZ, SENDED_TO_MVD, ID, DOCUMENT_TYPE_ID"
"imp_kfm_fl","fl_document_bck","SENDED_TO_MZ, ID, PERSON_ID, DOCUMENT_TYPE_ID, DOCUMENT_NUMBER, DOCUMENT_SERIES, DOCUMENT_BEGIN_DATE, DOCUMENT_END_DATE, ISSUE_ORGANIZATION_ID, DOCUMENT_INVALIDITY_ID, DOCUMENT_INVALIDITY_DATE, FIRSTNAME, SURNAME, SECONDNAME, BIRTH_DATE, ACTUAL, GIVE_TO_PERSON_DATE, SENDED_TO_ABEP, SENDED_TO_AP, SENDED_TO_AS, SENDED_TO_AUZR, SENDED_TO_CIK, SENDED_TO_GCVP, SENDED_TO_GP, SENDED_TO_KNB, SENDED_TO_MTSZN, SENDED_TO_MVD, SENDED_TO_NK, SENDED_TO_NUC, SENDED_TO_TAIS, CHANGE_TIME"
"imp_kfm_fl","fl_document_old_29_11","SENDED_TO_MVD, SENDED_TO_MTSZN, SENDED_TO_KNB, SENDED_TO_GP, SENDED_TO_GCVP, SENDED_TO_CIK, DOCUMENT_NUMBER, DOCUMENT_TYPE_ID, SENDED_TO_AUZR, SURNAME, DOCUMENT_END_DATE, SENDED_TO_AS, SENDED_TO_AP, PERSON_ID, ISSUE_ORGANIZATION_ID, FIRSTNAME, DOCUMENT_INVALIDITY_DATE, DOCUMENT_INVALIDITY_ID, SENDED_TO_ABEP, GIVE_TO_PERSON_DATE, ACTUAL, BIRTH_DATE, DOCUMENT_BEGIN_DATE, SECONDNAME, DOCUMENT_SERIES, ID, CHANGE_TIME, SENDED_TO_TAIS, SENDED_TO_NUC, SENDED_TO_NK, SENDED_TO_MZ"
"imp_kfm_fl","fl_document_tmp","SENDED_TO_MVD, SENDED_TO_CIK, SENDED_TO_KNB, SECONDNAME, SURNAME, FIRSTNAME, SENDED_TO_GP, SENDED_TO_AS, SENDED_TO_AP, SENDED_TO_ABEP, GIVE_TO_PERSON_DATE, ACTUAL, BIRTH_DATE, DOCUMENT_INVALIDITY_DATE, SENDED_TO_TAIS, SENDED_TO_NUC, DOCUMENT_INVALIDITY_ID, ISSUE_ORGANIZATION_ID, DOCUMENT_END_DATE, SENDED_TO_NK, SENDED_TO_MTSZN, SENDED_TO_MZ, DOCUMENT_BEGIN_DATE, DOCUMENT_SERIES, SENDED_TO_AUZR, DOCUMENT_NUMBER, SENDED_TO_GCVP, CHANGE_TIME, DOCUMENT_TYPE_ID, PERSON_ID, ID"
"imp_kfm_fl","fl_pension","SURNAME, PAY_DATE, PERIOD, KNP, P_RNN, P_NAME, AMOUNT, IIN, SECONDNAME, FIRSTNAME"
"imp_kfm_fl","fl_pension_contr","SECONDNAME, IIN, PERIOD, P_RNN, PAY_DATE, id, P_NAME, AMOUNT, KNP, SURNAME, year, FIRSTNAME"
"imp_kfm_fl","fl_person","BIRTH_SVID_BEGIN_DATE, CITIZENSHIP_ID, AGE, CREATE_DATE, SENDED_TO_CIK, REMOVED, PERSON_STATUS_ID, BIRTH_DISTRICT_NAME, BIRTH_REGION_NAME, BIRTH_DISTRICTS_ID, CHANGE_PARTICIPANT_ID, REG_PARTICIPANT_ID, BIRTH_CITY, ABSENT_DATE, SENDED_TO_RPCH, EXCLUDE_DATE, EXCLUDE_REASON_DATE, BIRTH_TE_CODE_AR, EXCLUDE_PARTICIPANT_ID, BIRTH_SVID_NUMBER, SENDED_TO_AP, SENDED_TO_AUZR, AR_CODE, CAPABLE_NUMBER, CAPABLE_DATE, SENDED_TO_TAIS, EXCLUDE_REASON_ID, REG_ADDRESS_DATE, REG_ADDRESS_END_DATE, REG_ADDRESS_STATUS_ID, MISSING, REG_ADDRESS_INVALIDITY_ID, DISAPPEAR_NUMBER, DISAPPEAR_GP_TERRITORIAL_ID, DISAPPEAR_END_DATE, DISAPPEAR_DATE, DISAPPEAR, ABSENT_COURT_ID, ABSENT_NUMBER, ABSENT_END_DATE, ID, REG_TIME, CHANGE_TIME, IIN, FIRSTNAME, SECONDNAME, SURNAME, SEX_ID, NATIONALTY_ID, DEATH_DATE, BIRTH_DATE, BIRTH_COUNTRY_ID, BIRTH_REGION_ID, SENDED_TO_NUC, SENDED_TO_GP, SENDED_TO_MVD, SENDED_TO_MTSZN, SENDED_TO_NK, SENDED_TO_ABEP, SENDED_TO_GCVP, REG_ADDRESS_FLAT, REG_ADDRESS_CORPUS, SENDED_TO_KNB, CAPABLE_END_DATE, SENDED_TO_MZ, CAPABLE_STATUS_ID, GP_TERRITORIAL_ID, MISSING_NUMBER, MISSING_DATE, MISSING_END_DATE, SENDED_TO_AS, COURT_ID, ENG_SURNAME, ENG_FIRSTNAME, REG_ADDRESS_BUILDING, REG_ADDRESS_STREET, REG_ADDRESS_CITY, REG_ADDRESS_DISTRICT_NAME, REG_ADDRESS_REGION_NAME, REG_ADDRESS_DISTRICTS_ID, REG_ADDRESS_REGION_ID, REG_ADDRESS_COUNTRY_ID, DEATH_SVID_ISSUE_ORG_NAME, CHANGE_REGADDRESS_DATE_BY_ISAR, IMPRISONED_END_DATE, IMPRISONED_BEGIN_DATE, IMPRISONED_STATUS_ID, REPATRIATION_ENDREASONID, REPATRIATION_ORGID, REPATRIATION_DOCUMENT_NUMBER, REPATRIATION_ENDDATE, REPATRIATION_DATE, REPATRIATION_STATUS_ID, DEATH_SVID_NUMBER, DEATH_SVID_BEGIN_DATE, BIRTH_SVID_ISSUE_ORG_NAME"
